_id,id,geom,type,reported_location,locality,state,direction_of_travel,paved,toilet,lighting,shelter,water,bin,Table_or_Chair,comments,road_name,name,bbq,shade,power,disabled_toilet,off_the_road,waste_water,covered_table_or_Chair,BBQ
29854,8257,"{""type"":""Point"",""coordinates"":[143.21,-22.4278]}",Formal,19.4km SE Winton,Winton,QLD,Both,,N,,N,N,,N,bitumen both sides,,,,,,N,,,,
29855,8259,"{""type"":""Point"",""coordinates"":[148.2157,-32.21594]}",Formal,3.5km NW of Narromine (Burroway St),NARROMINE,NSW,BOTH,,N,N,,N,Y,N,,MITCHELL HIGHWAY,,N,N,N,,,,,
29856,8260,"{""type"":""Point"",""coordinates"":[145.93322,-30.23411]}",Formal,15km South of Bourke,BOURKE,NSW,,,N,N,,N,Y,N,,COBAR-NR BOURKE RD,,N,N,N,,,,,
29857,8261,"{""type"":""Point"",""coordinates"":[152.46485,-31.96572]}",Formal,162.6km from Newcastle,MID-COAST,NSW,,,Y,Y,,Y,Y,Y,NULL,PACIFIC HIGHWAY,Four Mile Hill Rest Area,N,Y,N,,,,,
29858,8262,"{""type"":""Point"",""coordinates"":[149.9771,-33.45544]}",Formal,20.28km from Lithgow,LITHGOW,NSW,BOTH,,N,N,,N,Y,Y,,GREAT WESTERN HIGHWAY,Mt Lambie Scenic,N,N,N,,,,,
29859,8267,"{""type"":""Point"",""coordinates"":[151.54231,-32.84505]}",Formal,7.6 km from Kurri Kurri,CESSNOCK,NSW,,,Y,Y,,Y,Y,Y,NULL,HUNTER EXPRESSWAY,Wattaka Rest Areas,N,Y,Y,,,,,
29860,8269,"{""type"":""Point"",""coordinates"":[153.09,-30.3188]}",Formal,106.78km North of Kempsey,COFFS HARBOUR,NSW,,,Y,N,,N,N,N,,PACIFIC HIGHWAY,South Coffs Harbour Service Centre,N,N,N,,,,,
29861,8270,"{""type"":""Point"",""coordinates"":[150.10434,-33.42604]}",Formal,0.74km from Mudgee turnoff,LITHGOW,NSW,,,N,N,,N,Y,Y,,GREAT WESTERN HIGHWAY,Tunnel Hill,N,Y,N,,,,,
29862,8271,"{""type"":""Point"",""coordinates"":[147.36277,-35.6818]}",Formal,109km from Gundagai and  71km to Albury,GREATER HUME,NSW,,,Y,Y,,Y,Y,Y,,HUME HIGHWAY,MILTON REST AREA,N,N,N,,,,,
29863,8272,"{""type"":""Point"",""coordinates"":[153.51603,-28.8611]}",Formal,,BALLINA,NSW,,,Y,Y,,,Y,Y,,Pacific Highway,Ballina Service Centre,N,N,N,,,,,
29864,8273,"{""type"":""Point"",""coordinates"":[148.73436,-31.63243]}",Formal,12.3km North of Gilgrandra,GILGANDRA,NSW,BOTH,,N,N,,N,Y,N,,NEWELL HIGHWAY,Sandy Creek Rest Area,N,N,N,,,,,
29865,8276,"{""type"":""Point"",""coordinates"":[148.31229,-34.82787]}",Formal,64km from Yass and  38km to Gundagai,HILLTOPS,NSW,,,N,N,,N,Y,Y,Y,HUME HIGHWAY,Jugiong Hill,N,Y,N,,,,,
29866,8277,"{""type"":""Point"",""coordinates"":[152.65361,-28.90098]}",Formal,45km West of Casino,KYOGLE,NSW,,,N,N,,N,N,N,,BRUXNER HIGHWAY,Bonalbo Road Westbound,N,N,N,,,,,
29867,8279,"{""type"":""Point"",""coordinates"":[149.63673,-30.49411]}",Formal,24km South of Narrabri,NARRABRI,NSW,BOTH,,N,N,,N,Y,Y,,NEWELL HIGHWAY,Sir William Bridges Rest Area,N,Y,N,,,,,
29868,8283,"{""type"":""Point"",""coordinates"":[146.259,-24.8824]}",Formal,0.6km NE Tambo,Tambo,QLD,Both,,Y,,Y,Y,,Y,large bitumen HV rest area,,,,,,Y,,,,
29869,8290,"{""type"":""Point"",""coordinates"":[147.845,-19.9247]}",Formal,45km N Bowen,Bowen,QLD,Both,,Y,,Y,Y,,Y,Camping reinstated,,,,,,N,,,,
29870,8292,"{""type"":""Point"",""coordinates"":[153.52283,-28.49192]}",Formal,49.0km North of Ballina,BYRON,NSW,BOTH,,Y,Y,,Y,Y,Y,,PACIFIC HIGHWAY,Yelgun,N,Y,N,,,,,
29871,8293,"{""type"":""Point"",""coordinates"":[148.02293,-35.12167]}",Formal,10km from Gundagai and 170km to Albury,COOTAMUNDRA-GUNDAGAI REGIONAL,NSW,,,N,N,,N,Y,N,Y,HUME HIGHWAY,Bereena,N,N,N,,,,,
29872,8294,"{""type"":""Point"",""coordinates"":[151.731,-28.1696]}",Formal,31.1km W Warwick,Warwick,QLD,Both,,Y,,Y,Y,,Y,large bitumen both sides,,,,,,Y,,,,
29873,8295,"{""type"":""Point"",""coordinates"":[146.859159827,-21.5330628604]}",Formal,175.7km N Clermont,Clermont,QLD,Both,,Y,,Y,Y,,Y,No Camping,,,,,,N,,,,
29874,8296,"{""type"":""Point"",""coordinates"":[146.837,-19.3657]}",Formal,6.1km SW Townsville,Townsville,QLD,Both,,N,,N,N,,N,large paved HV rest area,,,,,,N,,,,
29875,8297,"{""type"":""Point"",""coordinates"":[146.133,-18.8017]}",Formal,16km S Ingham,Ingham,QLD,Both,,N,,Y,N,,Y,Camping reinstated,,,,,,N,,,,
29876,8298,"{""type"":""Point"",""coordinates"":[146.179,-18.4942]}",Formal,19.6km N Ingham,Ingham,QLD,Both,,N,,Y,N,,Y,bitumen both sides,,,,,,N,,,,
29877,8299,"{""type"":""Point"",""coordinates"":[146.248,-20.1025]}",Formal,4.3km W Charters Towers,Charters Towers,QLD,,,N,,N,N,,N,,,,,,,N,,,,
29878,8300,"{""type"":""Point"",""coordinates"":[149.458,-26.6215]}",Formal,7km E Yuleba,Yuleba,QLD,Both,,N,,N,N,,Y,Yuleba Forestry,,,,,,N,,,,
29879,8302,"{""type"":""Point"",""coordinates"":[143.823,-27.9983]}",Formal,0.6km SE Thargomindah,Thargomindah,QLD,Both,,Y,,Y,Y,,Y,,,,,,,N,,,,
29880,8303,"{""type"":""Point"",""coordinates"":[148.932,-26.7779]}",Formal,30km S Roma,Roma,QLD,Both,,N,,Y,Y,,Y,large bitumen stop,,,,,,N,,,,
29881,8307,"{""type"":""Point"",""coordinates"":[150.153,-26.5735]}",Formal,10km N Miles,Miles,QLD,Both,,N,,N,N,,N,small paved stop,,,,,,N,,,,
29882,8309,"{""type"":""Point"",""coordinates"":[149.938742,-25.248203]}",Formal,51km N Taroom,Taroom,QLD,Both,,N,,N,N,,N,"both sides, motorist also",,,,,,N,,,,
29883,8310,"{""type"":""Point"",""coordinates"":[149.071,-27.1437]}",Formal,1km N Surat,Surat,QLD,Both,,N,,N,N,,N,small paved stop,,,,,,N,,,,
29884,8311,"{""type"":""Point"",""coordinates"":[148.84,-27.4387]}",Formal,41km S Surat,Surat,QLD,Both,,N,,Y,Y,,Y,large paved HV rest area,,,,,,N,,,,
29885,8313,"{""type"":""Point"",""coordinates"":[150.83553,-34.63001]}",Formal,6km North of Kiama,SHELLHARBOUR,NSW,,,Y,Y,,Y,Y,Y,,PRINCES HIGHWAY,Nungarry Rest Area Nth Kiama Bypass S/B,N,N,Y,,,,,
29886,8315,"{""type"":""Point"",""coordinates"":[140.605,-22.7737]}",Formal,76.4km NE Boulia,Boulia,QLD,Both,,Y,,Y,Y,,Y,large dirt rest area,,,,,,Y,,,,
29887,8317,"{""type"":""Point"",""coordinates"":[140.606,-20.724]}",Formal,10km E Cloncurry,Cloncurry,QLD,Both,,N,,Y,N,,Y,Camping reinstated,,,,,,N,,,,
29888,8320,"{""type"":""Point"",""coordinates"":[148.248,-20.0776]}",Formal,8.4km S Bowen,Bowen,QLD,Both,,N,,Y,N,,Y,bitumen both sides,,,,,,N,,,,
29889,8321,"{""type"":""Point"",""coordinates"":[148.137,-20.0141]}",Formal,10km N Bowen,Bowen,QLD,Both,,N,,Y,N,,Y,bitumen both sides,,,,,,N,,,,
29890,8322,"{""type"":""Point"",""coordinates"":[147.594,-19.8348]}",Formal,38km S Ayr,Ayr,QLD,Both,,N,,Y,N,,Y,Camping reinstated,,,,,,N,,,,
29891,8323,"{""type"":""Point"",""coordinates"":[148.61,-20.6113]}",Formal,12km N Bloomsbury,Bloomsbury,QLD,Both,,N,,N,N,,N,large bitumen stop,,,,,,N,,,,
29892,8325,"{""type"":""Point"",""coordinates"":[147.929,-23.5411]}",Formal,23.5km W Emerald,Emerald,QLD,Both,,N,,N,N,,N,RHS of decl.,,,,,,N,,,,
29893,8326,"{""type"":""Point"",""coordinates"":[147.843,-23.5463]}",Formal,32.3km W Emerald,Emerald,QLD,Left,,N,,N,N,,N,LHS of decl.,,,,,,N,,,,
29894,8327,"{""type"":""Point"",""coordinates"":[148.528,-24.6593]}",Formal,27km S Rolleston,Rolleston,QLD,Left,,N,,N,N,,N,bitumen stop,,,,,,N,,,,
29895,8328,"{""type"":""Point"",""coordinates"":[148.534,-24.6561]}",Formal,27km S Rolleston,Rolleston,QLD,Right,,N,,N,N,,N,bitumen stop,,,,,,N,,,,
29896,8329,"{""type"":""Point"",""coordinates"":[148.527,-24.9287]}",Formal,57km S Rolleston,Rolleston,QLD,Both,,N,,Y,N,,Y,bitumen stop both sides,,,,,,N,,,,
29897,8331,"{""type"":""Point"",""coordinates"":[146.22162,-31.53027]}",Formal,35.5km East of Cobar,COBAR,NSW,BOTH,,N,N,,N,Y,N,,BARRIER HIGHWAY,,N,N,N,,,,,
29898,8333,"{""type"":""Point"",""coordinates"":[149.349306,-23.653819]}",Formal,2km E Dingo,Dingo,QLD,Both,,N,,N,N,,N,motorist also both sides,,,,,,N,,,,
29899,8334,"{""type"":""Point"",""coordinates"":[149.292827,-23.635637]}",Formal,4.5km W Dingo,Dingo,QLD,Both,,N,,N,N,,N,staggered motorist stops RHS bigger,,,,,,N,,,,
29900,8335,"{""type"":""Point"",""coordinates"":[149.018051,-24.639506]}",Formal,45.5km E Rolleston,Rolleston,QLD,Both,,N,,N,N,,N,large paved HV rest area,,,,,,N,,,,
29901,8336,"{""type"":""Point"",""coordinates"":[142.532,-21.7589]}",Formal,70km SE Kynuna,Kynuna,QLD,Both,,Y,,Y,Y,,Y,bitumen stop both sides,,,,,,Y,,,,
29902,8337,"{""type"":""Point"",""coordinates"":[146.433,-25.0236]}",Formal,24km SE Tambo,Tambo,QLD,Both,,N,,N,N,,N,large bitumen stop,,,,,,N,,,,
29903,8344,"{""type"":""Point"",""coordinates"":[147.24572,-35.1932]}",Formal,61km from Culcairn and 16km to Wagga Wagga,WAGGA WAGGA,NSW,BOTH,,Y,Y,,Y,Y,Y,,MORGAN ST,Uranquinty Rest Area,Y,Y,Y,,,,,
29904,8345,"{""type"":""Point"",""coordinates"":[152.425,-27.5643]}",Formal,16.1km E Gatton,Gatton,QLD,Right,,N,,N,N,,N,East Bound Carr,,,,,,N,,,,
29905,8356,"{""type"":""Point"",""coordinates"":[147.77866,-35.21775]}",Formal,38km from Gundagai and  43km to Wagga Wagga,WAGGA WAGGA,NSW,BOTH,,N,N,,N,Y,N,,STURT HIGHWAY,Truck Park 1.2km West of SH2,N,N,N,,,,,
29906,8362,"{""type"":""Point"",""coordinates"":[150.136286,-22.91102]}",Formal,1.2km SE Kunwarara,Kunwarara,QLD,Both,,N,,N,N,,N,motorist also,,,,,,N,,,,
29907,8364,"{""type"":""Point"",""coordinates"":[148.708,-26.1999]}",Formal,45km N Roma,Roma,QLD,Both,,N,,Y,Y,,Y,Nth of Eumamurrin Ck,,,,,,N,,,,
29908,8369,"{""type"":""Point"",""coordinates"":[150.43901,-33.53725]}",Formal,39km from Lithgow,BLUE MOUNTAINS,NSW,BOTH,,Y,N,,N,N,Y,,BELLS LINE OF RD,Berambing Picnic Area,N,N,N,,,,,
29909,8372,"{""type"":""Point"",""coordinates"":[150.179705305,-26.6561226771]}",Formal,0.8km W Miles,Miles,QLD,Both,,Y,,Y,Y,,Y,,,,,,,N,,,,
29910,8374,"{""type"":""Point"",""coordinates"":[147.126,-26.4123]}",Formal,1.4km E Morven,Morven,QLD,Both,,N,,N,N,,N,Morven Truck Stop,,,,,,N,,,,
29911,8376,"{""type"":""Point"",""coordinates"":[146.476665445,-25.9584921138]}",Formal,26km SW Augathella,Augathella,QLD,Both,,N,,N,N,,N,bitumen stop both sides,,,,,,N,,,,
29912,8377,"{""type"":""Point"",""coordinates"":[149.775832,-25.547361]}",Formal,13km N Taroom,Taroom,QLD,Both,,N,,N,N,,N,bitumen HV stop RHS,,,,,,N,,,,
29913,8378,"{""type"":""Point"",""coordinates"":[149.771498,-25.5863]}",Formal,7.5km N Taroom,Taroom,QLD,Both,,N,,N,N,,N,bitumen HV stop RHS,,,,,,N,,,,
29914,8379,"{""type"":""Point"",""coordinates"":[149.795,-25.6432]}",Formal,0.5km SW Taroom,Taroom,QLD,Both,,N,,Y,N,,Y,multi purpose rest area,,,,,,N,,,,
29915,8380,"{""type"":""Point"",""coordinates"":[150.201,-26.7362]}",Formal,9.1km S Miles,Miles,QLD,Both,,N,,N,N,,N,large paved both sides,,,,,,N,,,,
29916,8382,"{""type"":""Point"",""coordinates"":[147.993,-26.5137]}",Formal,3.5km S Mitchell,Mitchell,QLD,Both,,N,,N,N,,N,large paved HV rest area,,,,,,N,,,,
29917,8383,"{""type"":""Point"",""coordinates"":[148.06686,-33.32421]}",Formal,19.5km South of Parkes,FORBES,NSW,BOTH,,N,Y,,N,Y,N,,NEWELL HIGHWAY,Daroobalgie Site,N,N,N,,,,,
29918,8385,"{""type"":""Point"",""coordinates"":[144.598,-26.6161]}",Formal,33km E Quilpie,Quilpie,QLD,Both,,N,,N,N,,N,large paved HV rest area,,,,,,N,,,,
29919,8387,"{""type"":""Point"",""coordinates"":[149.44419,-32.14751]}",Formal,57.21km North of Mudgee,MID WESTERN REGIONAL,NSW,BOTH,,N,N,,N,Y,Y,,CASTLEREAGH HIGHWAY,,N,Y,N,,,,,
29920,8389,"{""type"":""Point"",""coordinates"":[146.47918,-34.81475]}",Formal,98km from Jerilderie and 10km to Narrandera,NARRANDERA,NSW,BOTH,,Y,Y,,Y,Y,Y,N,NEWELL HIGHWAY,Gillenbah Rest Area,N,Y,N,,,,,
29921,8391,"{""type"":""Point"",""coordinates"":[140.508,-18.7075]}",Formal,136km S Normanton,Normanton,QLD,Both,,N,,Y,N,,Y,large paved rest area,,,,,,N,,,,
29922,8392,"{""type"":""Point"",""coordinates"":[141.09,-17.664]}",Formal,2km N Normanton,Normanton,QLD,Both,,N,,N,N,,Y,Fishing,,,,,,N,,,,
29923,8398,"{""type"":""Point"",""coordinates"":[149.694,-26.6428]}",Formal,50km W Miles,Miles,QLD,Both,,N,,N,N,,N,at shire boundary,,,,,,N,,,,
29924,8400,"{""type"":""Point"",""coordinates"":[148.79487,-31.5637]}",Formal,21.9km North of Gilgrandra,GILGANDRA,NSW,BOTH,,N,N,,N,Y,Y,,NEWELL HIGHWAY,Biddon Rest Area N/B,N,Y,N,,,,,
29925,8410,"{""type"":""Point"",""coordinates"":[147.41785,-35.01636]}",Formal,17km from Wagga Wagga and  27km to Junee,WAGGA WAGGA,NSW,BOTH,,N,N,,N,Y,N,N,OLYMPIC HIGHWAY,Dunnings Rd,N,N,N,,,,,
29926,8411,"{""type"":""Point"",""coordinates"":[149.33436,-35.1434]}",Formal,63km South of Goulburn,QUEANBEYAN-PALERANG,NSW,,,N,N,,Y,Y,Y,,FEDERAL HIGHWAY,Newton VC Rest Area,N,N,N,,,,,
29927,8414,"{""type"":""Point"",""coordinates"":[150.90124,-31.85447]}",Formal,47km from Muswellbrook,UPPER HUNTER,NSW,BOTH,,Y,N,,Y,Y,Y,NULL,NEW ENGLAND HIGHWAY,Burning Mountain,N,Y,N,,,,,
29928,8415,"{""type"":""Point"",""coordinates"":[147.64716,-35.3373]}",Formal,56km from Gundagai and 124km to Albury,WAGGA WAGGA,NSW,,,N,N,,N,Y,N,Y,HUME HIGHWAY,,N,N,N,,,,,
29929,8417,"{""type"":""Point"",""coordinates"":[144.82958,-34.52036]}",Formal,2km from Hay and 129km to Balranald,HAY,NSW,BOTH,,N,N,,N,Y,N,,STURT HIGHWAY,Golf Club - Westbound,N,N,N,,,,,
29930,8418,"{""type"":""Point"",""coordinates"":[148.13393,-34.98128]}",Formal,11km from Gundagai and 90km to Yass,COOTAMUNDRA-GUNDAGAI REGIONAL,NSW,BOTH,,Y,Y,,Y,Y,Y,Y,HUME HIGHWAY-STH COOLAC OFFLOAD,Mingay Rest Area,N,N,N,,,,,
29931,8419,"{""type"":""Point"",""coordinates"":[146.05863,-30.24572]}",Formal,19.5km SouthEast of Bourke,BOURKE,NSW,BOTH,,N,N,,N,Y,Y,,MITCHELL HIGHWAY,,N,Y,N,,,,,
29932,8422,"{""type"":""Point"",""coordinates"":[151.72472,-29.92247]}",Formal,80.6km North of Armidale,SEVERN,NSW,BOTH,,Y,Y,,Y,Y,N,,NEW ENGLAND HIGHWAY,Glencoe,N,N,N,,,,,
29933,8424,"{""type"":""Point"",""coordinates"":[144.91747,-35.44287]}",Formal,12km from Deniliquin and 110km to Hay,EDWARD RIVER,NSW,BOTH,,N,N,,N,Y,N,,COBB HIGHWAY,Holmwood,N,N,N,,,,,
29934,8425,"{""type"":""Point"",""coordinates"":[148.95564,-33.1208]}",Formal,20.6km from Orange,CABONNE,NSW,BOTH,,N,N,,N,Y,N,,MOLONG RD,,N,N,N,,,,,
29935,8427,"{""type"":""Point"",""coordinates"":[145.28043,-31.54333]}",Formal,51.3km West of Cobar,COBAR,NSW,BOTH,,N,N,,N,Y,N,,BARRIER HIGHWAY,,N,N,N,,,,,
29936,8428,"{""type"":""Point"",""coordinates"":[141.66423,-31.91065]}",Formal,54.6km West of Topar Roadhouse,UNINCORPORATED NSW,NSW,,,N,N,,N,N,N,,BARRIER HIGHWAY,Stephens Creek Bridge,N,N,N,,,,,
29937,8429,"{""type"":""Point"",""coordinates"":[152.31443,-32.3515]}",Formal,110.3km from Newcastle,MID-COAST,NSW,,,Y,Y,,Y,Y,Y,NULL,PACIFIC HIGHWAY,Chapmans Rest Area,N,Y,N,,,,,
29938,8431,"{""type"":""Point"",""coordinates"":[147.51069,-35.60009]}",Formal,91km from Gundagai and  89km to Albury,GREATER HUME,NSW,BOTH,,Y,Y,,Y,Y,Y,,HUME HIGHWAY,LITTLE BILLABONG REST AREA,N,N,N,,,,,
29939,8432,"{""type"":""Point"",""coordinates"":[149.29268,-37.223]}",Formal,40km South of Bombala,SNOWY MONARO REGIONAL,NSW,BOTH,,N,N,,N,Y,N,,MONARO HIGHWAY,Information Bay near Victorian Border N/B,N,N,N,,,,,
29940,8445,"{""type"":""Point"",""coordinates"":[143.84894,-31.70542]}",Formal,42.1km West of Emmdale,CENTRAL DARLING,NSW,BOTH,,N,N,,N,Y,N,,BARRIER HIGHWAY,,N,N,N,,,,,
29941,8446,"{""type"":""Point"",""coordinates"":[150.22609,-28.84042]}",Formal,84.3km North of Moree,MOREE PLAINS,NSW,BOTH,,Y,Y,,Y,Y,Y,,NEWELL HIGHWAY,North Star Rd Rest Area,N,Y,N,,,,,
29942,8449,"{""type"":""Point"",""coordinates"":[147.145,-19.5627]}",Formal,29.6km N Ayr,Ayr,QLD,Both,,N,,N,N,,N,bitumen both sides,,,,,,N,,,,
29943,8450,"{""type"":""Point"",""coordinates"":[141.71043,-33.46355]}",Formal,82km from Wentworth and 185km to Broken Hill,WENTWORTH,NSW,BOTH,,Y,N,,N,Y,N,,SILVER CITY HIGHWAY,Seven Trees Rest Area,N,N,N,,,,,
29944,8451,"{""type"":""Point"",""coordinates"":[146.963,-19.391]}",Formal,30km S Townsville,Townsville,QLD,Both,,N,,N,N,,N,bitumen both sides,,,,,,N,,,,
29945,8452,"{""type"":""Point"",""coordinates"":[146.381,-19.0349]}",Formal,48.9km N Townsville,Townsville,QLD,Both,,N,,Y,N,,Y,bitumen both sides,,,,,,N,,,,
29946,8456,"{""type"":""Point"",""coordinates"":[149.54262,-32.54916]}",Formal,6.29km North of Mudgee,MID WESTERN REGIONAL,NSW,BOTH,,N,N,,N,Y,N,,CASTLEREAGH HIGHWAY,,N,N,N,,,,,
29947,8459,"{""type"":""Point"",""coordinates"":[147.23865,-31.58423]}",Formal,2.44km SouthEast of Nyngan,BOGAN,NSW,BOTH,,N,N,,N,Y,N,,MITCHELL HIGHWAY,Heavy vehicle Inspection Bay SE of Nyngan,N,N,N,,,,,
29948,8462,"{""type"":""Point"",""coordinates"":[146.044,-20.1573]}",Formal,26.4km W Charters Towers,Charters Towers,QLD,Both,,N,,N,N,,N,bitumen both sides,,,,,,N,,,,
29949,8466,"{""type"":""Point"",""coordinates"":[145.187,-20.7293]}",Formal,110km E Hughenden,Hughenden,QLD,Both,,Y,,Y,N,,Y,RA one side HV the other,,,,,,N,,,,
29950,8469,"{""type"":""Point"",""coordinates"":[151.15,-23.9597]}",Formal,9.2km N Calliope,Calliope,QLD,,,N,,N,N,,N,,,,,,,N,,,,
29951,8474,"{""type"":""Point"",""coordinates"":[151.083,-28.4255]}",Formal,1.1km S Inglewood,Inglewood,QLD,Both,,N,,N,N,,N,"Informal, small paved stop",,,,,,N,,,,
29952,8475,"{""type"":""Point"",""coordinates"":[151.162,-28.8437]}",Formal,1.3km N Texas,Texas,QLD,Both,,N,,N,N,,N,large paved HV rest area,,,,,,N,,,,
29953,8476,"{""type"":""Point"",""coordinates"":[147.81276,-35.20986]}",Formal,34km from Gundagai and 146km to Albury,COOTAMUNDRA-GUNDAGAI REGIONAL,NSW,,,N,N,,N,Y,N,Y,HUME HIGHWAY,Wagga Hill,N,N,N,,,,,
29954,8478,"{""type"":""Point"",""coordinates"":[149.875,-27.3393]}",Formal,2.2km S Meandarra,Meandarra,QLD,Both,,N,,N,N,,N,paved stop,,,,,,N,,,,
29955,8479,"{""type"":""Point"",""coordinates"":[147.08636,-34.33258]}",Formal,87km from Narrandera and 49km to West Wyalong,COOLAMON,NSW,BOTH,,N,N,,N,Y,N,,NEWELL HIGHWAY,Mirrool,N,N,N,,,,,
29956,8481,"{""type"":""Point"",""coordinates"":[151.48607,-28.298352]}",Formal,62km W Warwick,Warwick,QLD,Both,,N,,N,N,,N,Informal,,,,,,N,,,,
29957,8482,"{""type"":""Point"",""coordinates"":[151.205,-28.4076]}",Formal,12km E Inglewood,Inglewood,QLD,Both,,N,,N,N,,N,Sealed,,,,,,N,,,,
29958,8483,"{""type"":""Point"",""coordinates"":[151.167,-28.4119]}",Formal,8.7km E Inglewood,Inglewood,QLD,Both,,N,,N,N,,N,"Informal, blue reflectors indicate stop",,,,,,N,,,,
29959,8484,"{""type"":""Point"",""coordinates"":[151.104,-28.4118]}",Formal,2.5km E Inglewood,Inglewood,QLD,Both,,N,,N,N,,N,"Informal, small paved stop",,,,,,N,,,,
29960,8487,"{""type"":""Point"",""coordinates"":[151.032,-28.4266]}",Formal,5km W Inglewood,Inglewood,QLD,,,Y,,Y,Y,,Y,"Both sides of road, toilet LHS",,,,,,Y,,,,
29961,8488,"{""type"":""Point"",""coordinates"":[150.75,-28.5716]}",Formal,0.2km N Yelarbon,Yelarbon,QLD,Left,,N,,N,N,,N,"Informal, paved stop",,,,,,N,,,,
29962,8493,"{""type"":""Point"",""coordinates"":[150.411,-28.4952]}",Formal,13.4km E Goondiwindi,Goondiwindi,QLD,Both,,N,,N,N,,N,both sides,,,,,,N,,,,
29963,8494,"{""type"":""Point"",""coordinates"":[151.985,-27.9269]}",Formal,38.1km N Warwick,Warwick,QLD,Both,,N,,N,N,,N,both sides,,,,,,N,,,,
29964,8497,"{""type"":""Point"",""coordinates"":[151.929,-28.3002]}",Formal,16km S Warwick,Warwick,QLD,Left,,N,,N,N,,N,"Informal, small paved stop",,,,,,N,,,,
29965,8498,"{""type"":""Point"",""coordinates"":[151.955,-28.4519]}",Formal,34.6km S Warwick,Warwick,QLD,Left,,N,,N,N,,N,"Informal, small paved stop",,,,,,N,,,,
29966,8499,"{""type"":""Point"",""coordinates"":[152.65355,-28.90078]}",Formal,45km West of Casino,KYOGLE,NSW,,,N,N,,N,N,N,,BRUXNER HIGHWAY,Bonalbo Road Eastbound,N,Y,N,,,,,
29967,8500,"{""type"":""Point"",""coordinates"":[148.973,-28.9451]}",Formal,3.6km N Mungundi,Mungundi,QLD,Both,,N,,N,N,,N,bitumen HV stop,,,,,,N,,,,
29968,8502,"{""type"":""Point"",""coordinates"":[150.299,-28.4466]}",Formal,18km N Goondiwindi,Goondiwindi,QLD,Both,,N,,N,N,,N,large paved HV rest area,,,,,,N,,,,
29969,8504,"{""type"":""Point"",""coordinates"":[148.834,-28.3469]}",Formal,22km W Weengallon,Weengallon,QLD,Both,,N,,N,N,,N,small paved stop,,,,,,N,,,,
29970,8505,"{""type"":""Point"",""coordinates"":[149.67853,-30.43706]}",Formal,16.4km South of Narrabri,NARRABRI,NSW,BOTH,,Y,Y,,Y,Y,Y,,NEWELL HIGHWAY,Bohena Creek Rest Area,N,Y,N,,,,,
29971,8506,"{""type"":""Point"",""coordinates"":[148.86221,-33.0555]}",Formal,39km from Orange,CABONNE,NSW,BOTH,,N,N,,N,Y,N,,WELLINGTON RD,Copper Hill Rest Area,N,N,N,,,,,
29972,8511,"{""type"":""Point"",""coordinates"":[147.59,-28.0068]}",Formal,11.5km E Bollon,Bollon,QLD,Both,,N,,N,N,,N,small paved stop,,,,,,N,,,,
29973,8514,"{""type"":""Point"",""coordinates"":[150.073,-27.3674]}",Formal,21km E Meandarra,Meandarra,QLD,Both,,N,,N,N,,N,paved stop,,,,,,N,,,,
29974,8515,"{""type"":""Point"",""coordinates"":[150.846175,-27.334317]}",Formal,40.4km E Tara,Tara,QLD,Both,,N,,N,N,,N,paved stop,,,,,,N,,,,
29975,8520,"{""type"":""Point"",""coordinates"":[153.54471,-28.59784]}",Formal,36.2km North of Ballina,BYRON,NSW,,,Y,N,,Y,Y,Y,,PACIFIC HIGHWAY - TYAGARAH,Tyagarah,N,Y,N,,,,,
29976,8523,"{""type"":""Point"",""coordinates"":[152.99695,-29.30864]}",Formal,50.7km North of Grafton,RICHMOND VALLEY,NSW,BOTH,,Y,N,,Y,Y,N,,SUMMERLAND WAY,Whiporie,N,N,N,,,,,
29977,8525,"{""type"":""Point"",""coordinates"":[148.821,-28.3541]}",Formal,1km S Nindigully,Nindigully,QLD,,,Y,,N,N,,N,Bins & Phone,,,,,,N,,,,
29978,8526,"{""type"":""Point"",""coordinates"":[148.567,-25.8402]}",Formal,0.4km N Injune Town,Injune Town,QLD,Both,,Y,,Y,Y,,Y,Next to Service Station,,,,,,N,,,,
29979,8527,"{""type"":""Point"",""coordinates"":[145.743,-28.3012]}",Formal,33km S Cunnamulla,Cunnamulla,QLD,Both,,N,,N,N,,N,paved HV rest area,,,,,,N,,,,
29980,8528,"{""type"":""Point"",""coordinates"":[143.3756,-31.55664]}",Formal,Wilcannia,CENTRAL DARLING,NSW,BOTH,,N,Y,,Y,Y,Y,,MYERS ST,Wilcannia Urban Are,N,N,N,,,,,
29981,8532,"{""type"":""Point"",""coordinates"":[149.60241,-34.81698]}",Formal,14km South of Goulburn,GOULBURN MULWAREE,NSW,,,Y,N,,Y,Y,Y,,FEDERAL HIGHWAY,Kibby VC Rest Area,N,N,N,,,,,
29982,8534,"{""type"":""Point"",""coordinates"":[148.173,-23.5352]}",Formal,1.6km SE Emerald,Emerald,QLD,Both,,N,,N,N,,N,Bins,,,,,,N,,,,
29983,8535,"{""type"":""Point"",""coordinates"":[148.547,-23.606]}",Formal,0.1km NW Comet,Comet,QLD,Both,,N,,N,N,,N,bitumen HV stop,,,,,,N,,,,
29984,8536,"{""type"":""Point"",""coordinates"":[148.276,-23.56]}",Formal,12.5km E Emerald,Emerald,QLD,Both,,N,,N,N,,N,bitumen HV stop,,,,,,N,,,,
